Key,Value/DialogueText/Hash,Value/DialogueText/Text,Value/DialogueAudioID,Value/JPLipRef/Package,Value/JPLipRef/Path,Value/ENLipRef/Package,Value/ENLipRef/Path
Event_07_008,875E61084272972F4123E988744EDAEA,How are you still even alive? I take no orders from a DEAD MAN WALKING!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_07_008_LIP.jp_Event_07_008_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_07_008_LIP.en_Event_07_008_LIP,
Event_07_009,85912C32445121AB0224EEB320FDCA30,Hmph. And now you die. My next attack will not miss.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_07_009_LIP.jp_Event_07_009_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_07_009_LIP.en_Event_07_009_LIP,
Event_07_010,E157424E4A75C5C140B3A9BF89A704B3,"Master, you must conserve your energy for King Bael.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_07_010_LIP.jp_Event_07_010_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_07_010_LIP.en_Event_07_010_LIP,
Event_07_011,92F67ED3449CE28AAFAAA1AF7D166784,"Hmm, so I must. You are lucky, old man.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_07_011_LIP.jp_Event_07_011_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_07_011_LIP.en_Event_07_011_LIP,
Event_07_012,CB5685E44A2AF14910B6B7A687041684,Lost him...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_07_012_LIP.jp_Event_07_012_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_07_012_LIP.en_Event_07_012_LIP,
Event_07_013,52571B8240F5438E44A7909C21BA17B3,Alfred! I won't let you use the Liber Logaeth to plunge the world into— ,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_07_013_LIP.jp_Event_07_013_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_07_013_LIP.en_Event_07_013_LIP,
Event_07_014,95AFE87B4F896F8E107C6AA17ACC0460,I must give chase while the trail is still fresh.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_07_014_LIP.jp_Event_07_014_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_07_014_LIP.en_Event_07_014_LIP,
Event_07_015,5BD7E8004FFEAD83A294DF9B097235FB,!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_07_015_LIP.jp_Event_07_015_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_07_015_LIP.en_Event_07_015_LIP,
Event_08_001,90A44ED449944D2F4A0F079D34E13749,!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_001_LIP.jp_Event_08_001_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_001_LIP.en_Event_08_001_LIP,
Event_08_002,87C8D294483CC0186B13B986FFE790CE,Wait! I didn't come here to fight!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_002_LIP.jp_Event_08_002_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_002_LIP.en_Event_08_002_LIP,
Event_08_003,36C7B6534B58B3F0DF55DD8125A61DAD,Then you should not have come at all! But our clash may have to wait. ,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_003_LIP.jp_Event_08_003_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_003_LIP.en_Event_08_003_LIP,
Event_08_004,8C12DA584B4071195FFB628D1D06C39D,This train...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_004_LIP.jp_Event_08_004_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_004_LIP.en_Event_08_004_LIP,
Event_08_005,B3C156FE4FBAD9550CF5E9BC975744DB,You catch on quickly.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_005_LIP.jp_Event_08_005_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_005_LIP.en_Event_08_005_LIP,
Event_08_006,244EA35348A6DC3C0A41F48EBF750416,"I have business further ahead, but I find myself at odds with the powerful witchery driving these carriages.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_006_LIP.jp_Event_08_006_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_006_LIP.en_Event_08_006_LIP,
Event_08_007,EDE3BF2340B948DD3B855191D1A9FF0D,Surely nothing a man of your ability cannot handle?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_007_LIP.jp_Event_08_007_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_007_LIP.en_Event_08_007_LIP,
Event_08_008,0BB100C343F59EF790DCCB8859715383,I already conducted a search inside. But there is an area I cannot pass because of the...sorcery it requires.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_008_LIP.jp_Event_08_008_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_008_LIP.en_Event_08_008_LIP,
Event_08_009,F062BF3548EEDDBD24522BA3477D5BD6,"Ah... Well, it just so happens I have business ahead as well. Does this mean we have a truce?",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_009_LIP.jp_Event_08_009_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_009_LIP.en_Event_08_009_LIP,
Event_08_010,27001CA5460DD75E51FC40B637483666,For now. What?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_010_LIP.jp_Event_08_010_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_010_LIP.en_Event_08_010_LIP,
Event_08_011,B4B51AD3496D62D2FEA8DB8D46730FF1,You have my thanks.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_011_LIP.jp_Event_08_011_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_011_LIP.en_Event_08_011_LIP,
Event_08_012,C8543A35496A2AA964C81A86816B0D9A,Save your thanks. I didn't do it for you.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_012_LIP.jp_Event_08_012_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_012_LIP.en_Event_08_012_LIP,
Event_08_013,54C92F2045CB98729C99C6B1262A2BB2,Fine. But I owe you all the same.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_013_LIP.jp_Event_08_013_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_013_LIP.en_Event_08_013_LIP,
Event_08_014,697C7F634983A15EEE139E961083F86C,"You are a fierce one, Shardbinder Miriam.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_014_LIP.jp_Event_08_014_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_014_LIP.en_Event_08_014_LIP,
Event_08_011,84021EA44B401531618335B86C2880C8,"Oh wait! I just remembered. If you're looking for Alfred, I crossed paths with him in the underground sands.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_011_2_LIP.jp_Event_08_011_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_011_2_LIP.en_Event_08_011_2_LIP,
Event_08_012,592456B64C7B1984C7A9CC94353A1D3C,I knew he was there. But something else required my attention first. Say nothing of this to Dominique.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_08_012_2_LIP.jp_Event_08_012_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_08_012_2_LIP.en_Event_08_012_2_LIP,
Event_09_001,25DF224142F29CEC7E997994B599F11F,Oh. Miriam.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_001_LIP.jp_Event_09_001_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_001_LIP.en_Event_09_001_LIP,
Event_09_002,F52FB7224C31B2B142B08482F53C2E1A,Dominique. What are you doing here?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_002_LIP.jp_Event_09_002_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_002_LIP.en_Event_09_002_LIP,
Event_09_003,EBCA3A9245CADF9449F540B29AFFF252,Looking for Zangetsu. Have you seen him?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_003_LIP.jp_Event_09_003_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_003_LIP.en_Event_09_003_LIP,
Event_09_004,4A1CAC7942707CEFBD11FBA21A0EC5B3,"Uh...no, I can't say that I have.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_004_LIP.jp_Event_09_004_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_004_LIP.en_Event_09_004_LIP,
Event_09_005,17E822D94A7C2931FFE910ADDD41AD13,All right.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_005_LIP.jp_Event_09_005_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_005_LIP.en_Event_09_005_LIP,
Event_09_006,CD7C17024C9BCE4E514C5881ABE703C8,"I should tell you, I confronted Alfred in the underground sands, but he got away.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_006_LIP.jp_Event_09_006_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_006_LIP.en_Event_09_006_LIP,
Event_09_007,FD1CB30042A8E8D9A7F3AF8D645424B9,"I was afraid of that... I'm sorry. If Zangetsu had done as I asked, you would have been spared that encounter.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_007_LIP.jp_Event_09_007_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_007_LIP.en_Event_09_007_LIP,
Event_09_008,E9D1793E44C6AC399C35E9B1FD57A927,"If you see him, would you ask him to report back to me?",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_008_LIP.jp_Event_09_008_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_008_LIP.en_Event_09_008_LIP,
Event_09_001,51E92A554A567E33A5161FA2D1C7569F,Oh. Miriam.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_001_2_LIP.jp_Event_09_001_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_001_2_LIP.en_Event_09_001_2_LIP,
Event_09_002,5EA4A8684E81D154AE491FA477FAEB42,Dominique. What are you doing here?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_002_2_LIP.jp_Event_09_002_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_002_2_LIP.en_Event_09_002_2_LIP,
Event_09_003,5CC538FA4055E1CC21BFCAAB165569BC,Looking for Zangetsu. Have you seen him?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_003_2_LIP.jp_Event_09_003_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_003_2_LIP.en_Event_09_003_2_LIP,
Event_09_004,CE35C1A545CB80F02057A4963E00E2D9,"Yes, we fought together aboard the train. Perhaps I misjudged his intentions.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_004_2_LIP.jp_Event_09_004_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_004_2_LIP.en_Event_09_004_2_LIP,
Event_09_005,0D759AB949779795126F80B3FD274EFC,What? Zangetsu was with you? But that's...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_005_2_LIP.jp_Event_09_005_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_005_2_LIP.en_Event_09_005_2_LIP,
Event_09_006,A5382F0D4EE034BCA1806298776EAD7C,Is something wrong?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_006_2_LIP.jp_Event_09_006_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_006_2_LIP.en_Event_09_006_2_LIP,
Event_09_007,493318E54DED1E60FD1574B03F0D4F0B,"I asked him to go to the underground sands, but he must have chosen to disregard that request.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_007_2_LIP.jp_Event_09_007_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_007_2_LIP.en_Event_09_007_2_LIP,
Event_09_008,72A3CB1046B855B664C1769F77615587,"If you see him again, would you ask him to report back to me?",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_008_2_LIP.jp_Event_09_008_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_008_2_LIP.en_Event_09_008_2_LIP,
Event_09_009,3488A5224499CDEF43CD1CB0D655E775,All right.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_009_LIP.jp_Event_09_009_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_009_LIP.en_Event_09_009_LIP,
Event_09_010,FA05FBB7409AD86F0195AD92ABDED607,Alfred could spring a trap on any one of us at any time. I hope Zangetsu gets his priorities straight.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_010_LIP.jp_Event_09_010_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_010_LIP.en_Event_09_010_LIP,
Event_09_011,810BFE3F4DBCB09E7DF804B267C70128,"Thank you, Miriam. And stay safe.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_09_011_LIP.jp_Event_09_011_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_09_011_LIP.en_Event_09_011_LIP,
Event_10_001,C421F23A4169EEA2579EC9A4FB29AA9B,"What took you so long? Now that you've tasted the power of so many shards, I presume you're ready to join me. ",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_001_LIP.jp_Event_10_001_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_001_LIP.en_Event_10_001_LIP,
Event_10_002,C25E0297462D5578A64DCDBCC89732A1,"You presume wrongly. I'm here to keep my promise to you, and nothing else.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_002_LIP.jp_Event_10_002_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_002_LIP.en_Event_10_002_LIP,
Event_10_003,5D83915F40239FBB254D3A92DF1E5FD5,What promise?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_003_LIP.jp_Event_10_003_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_003_LIP.en_Event_10_003_LIP,
Event_10_004,54F6B389412765CF370AA9A038569CA4,"You really have forgotten, then.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_004_LIP.jp_Event_10_004_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_004_LIP.en_Event_10_004_LIP,
Event_10_005,696F6BB14F10745FDF307C8568892216,I swore to you that I would stop you if your Shardbinder power ever manifested itself against your will. You made the same oath to me.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_005_LIP.jp_Event_10_005_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_005_LIP.en_Event_10_005_LIP,
Event_10_006,E178BA3E4D25E4F772C20FBC2BCB62B8,"Ha, please. You think I wield this power unwillingly?",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_006_LIP.jp_Event_10_006_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_006_LIP.en_Event_10_006_LIP,
Event_10_007,1F652AF349B269942436B6B6D0B3CA4F,I do. I've known it since our meeting on the galleon. But there was a moment when I saw a flicker of the real Gebel beneath all that hate.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_007_LIP.jp_Event_10_007_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_007_LIP.en_Event_10_007_LIP,
Event_10_008,FB2C604449521B770706B7B04E4304C0,"Fool! I've heard enough! If you want to stop me, you will have to do it by force.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_008_LIP.jp_Event_10_008_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_008_LIP.en_Event_10_008_LIP,
Event_10_001,AF8CDE9540A694BBBB6372965DAFC0E9,"What took you so long? Now that you've tasted the power of so many shards, I presume you're ready to join me. ",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_001_2_LIP.jp_Event_10_001_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_001_2_LIP.en_Event_10_001_2_LIP,
Event_10_002,8FE2E27A412B3CB5DD502FBB9EE1E90D,"You presume wrongly. I'm here to keep my promise to you, and nothing else.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_002_2_LIP.jp_Event_10_002_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_002_2_LIP.en_Event_10_002_2_LIP,
Event_10_003,84B7950B485F18B07B2760937B7C8350,What promise?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_003_2_LIP.jp_Event_10_003_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_003_2_LIP.en_Event_10_003_2_LIP,
Event_10_004,1FDE06EF4EC75A31D3F09F8089DC29CB,"You really have forgotten, then.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_004_2_LIP.jp_Event_10_004_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_004_2_LIP.en_Event_10_004_2_LIP,
Event_10_005,1787D230417C7357702979A2D91A71A9,I swore to you that I would stop you if your Shardbinder power ever manifested itself against your will. You made the same oath to me.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_005_2_LIP.jp_Event_10_005_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_005_2_LIP.en_Event_10_005_2_LIP,
Event_10_006,F2B6F7DA46D668E357950785D3753F69,"Ha, please. You think I wield this power unwillingly?",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_006_2_LIP.jp_Event_10_006_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_006_2_LIP.en_Event_10_006_2_LIP,
Event_10_007,93D51B874B55209E76C220882589C0D5,I do. I've known it since our meeting on the galleon. But there was a moment when I saw a flicker of the real Gebel beneath all that hate.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_007_2_LIP.jp_Event_10_007_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_007_2_LIP.en_Event_10_007_2_LIP,
Event_10_008,3C5CA8554CFFFE56B860FAA3B7F2BE60,"Fool! I've heard enough! If you want to stop me, you will have to do it by force.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_008_2_LIP.jp_Event_10_008_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_008_2_LIP.en_Event_10_008_2_LIP,
Event_10_009,6B28898541CA1B5087F909A092090C92,As you wish. It's time to free you of this once and for all.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_009_2_LIP.jp_Event_10_009_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_009_2_LIP.en_Event_10_009_2_LIP,
Event_10_010,EFCAD13340EA46784C523D9E6CEAD169,<agonized scream>,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_010_LIP.jp_Event_10_010_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_010_LIP.en_Event_10_010_LIP,
Event_10_011,0910B8F14EE86BD649B8068808A7B058,"Forgive me, Gebel.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_011_LIP.jp_Event_10_011_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_011_LIP.en_Event_10_011_LIP,
Event_10_012,0F9384A7487E1FCB05F7DEA9D4C37149,"You...you did the right thing, Miriam.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_012_LIP.jp_Event_10_012_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_012_LIP.en_Event_10_012_LIP,
Event_10_013,25D1128A4F6CF9E224C0BDA2A0AF8F82,Thank you...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_013_LIP.jp_Event_10_013_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_013_LIP.en_Event_10_013_LIP,
Event_10_010,3C65003B41CD361F2C29AC942911A049,<agonized scream>,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_010_2_LIP.jp_Event_10_010_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_010_2_LIP.en_Event_10_010_2_LIP,
Event_10_011,69D4469240FA541DADA003B4AA9A4A82,"Forgive me, Gebel.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_011_2_LIP.jp_Event_10_011_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_011_2_LIP.en_Event_10_011_2_LIP,
Event_10_012,600C09C34B3C117298513CBD34E0B70B,"You...you did the right thing, Miriam.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_012_2_LIP.jp_Event_10_012_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_012_2_LIP.en_Event_10_012_2_LIP,
Event_10_013,B2D332F949EE6E021AF5089D87D0E518,Thank you...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_013_2_LIP.jp_Event_10_013_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_013_2_LIP.en_Event_10_013_2_LIP,
Event_10_014,803B53FD4465A948B1C23E900C8ED5BB,But was it...the right thing?,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_014_2_LIP.jp_Event_10_014_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_014_2_LIP.en_Event_10_014_2_LIP,
Event_10_015,198C6BDA415E09A9A96A8694F43A4650,"With that many shards bound to you, you will be all too easy to possess. ",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_015_2_LIP.jp_Event_10_015_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_015_2_LIP.en_Event_10_015_2_LIP,
Event_10_016,244D4B834C4F1C549E0081A7E0142CFA,<shriek as she is overtaken>,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_016_2_LIP.jp_Event_10_016_2_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_016_2_LIP.en_Event_10_016_2_LIP,
Event_10_010,786701E44DA96E430A2522B23261C747,<agonized scream>,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_010_3_LIP.jp_Event_10_010_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_010_3_LIP.en_Event_10_010_3_LIP,
Event_10_011,A25470154A0B058F3BA1CF98254A116C,M...Miriam? I...I've missed you.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_011_3_LIP.jp_Event_10_011_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_011_3_LIP.en_Event_10_011_3_LIP,
Event_10_012,053995034493BD7D472A6BBE2D5F9147,I knew you were in there. I knew it.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_012_3_LIP.jp_Event_10_012_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_012_3_LIP.en_Event_10_012_3_LIP,
Event_10_013,774F2C9C497B9ECB5D2E3986651C5B10,You kept your promise... Thank you...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_013_3_LIP.jp_Event_10_013_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_013_3_LIP.en_Event_10_013_3_LIP,
Event_10_014,37AA4DB94CAE0C7C25BFBC83C1EEB600,"What's going on? No, the corruption shouldn't spread this fast...",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_014_3_LIP.jp_Event_10_014_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_014_3_LIP.en_Event_10_014_3_LIP,
Event_10_015,A932B3584F61A6CB6283BA8AA78229A0,It's better this way. The world can be rid of me. But this castle. We cannot allow it to...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_015_3_LIP.jp_Event_10_015_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_015_3_LIP.en_Event_10_015_3_LIP,
Event_10_016,42192CDD47CF9EEE772599BABE9D43B2,"Shh, I know. I'll destroy it. But you're going to live, Gebel.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_016_3_LIP.jp_Event_10_016_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_016_3_LIP.en_Event_10_016_3_LIP,
Event_10_017,D3619A8A457ED381FBD3CC99B9EB4716,I'm glad I got to see you smile... one last...,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_017_3_LIP.jp_Event_10_017_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_017_3_LIP.en_Event_10_017_3_LIP,
Event_10_018,729248154BE367CD49AB0BBDCE9860F3,Gebel? GEBEL!,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_018_3_LIP.jp_Event_10_018_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_018_3_LIP.en_Event_10_018_3_LIP,
Event_10_019,9EABE1414370ED0FD4FCB588E687DEC8,It shouldn't have come to this my friend.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_019_3_LIP.jp_Event_10_019_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_019_3_LIP.en_Event_10_019_3_LIP,
Event_10_020,1AEB66114296B83611C6AFAFE891F234,"Are you ready, Johannes?",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_020_3_LIP.jp_Event_10_020_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_020_3_LIP.en_Event_10_020_3_LIP,
Event_10_021,FFA4C177426A37AC2C3AE9A5A4AA07C3,I am if you are.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_021_3_LIP.jp_Event_10_021_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_021_3_LIP.en_Event_10_021_3_LIP,
Event_10_022,B4409D044D0A03A1665BCEB5B04A9CB1,Yes. I have a new promise to keep.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_022_3_LIP.jp_Event_10_022_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_022_3_LIP.en_Event_10_022_3_LIP,
Event_10_023,06AC7DFA417ABB69872C7487984B55F0,"If you plan to destroy the castle, you won't be able to do it without the Liber Logaeth.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_023_3_LIP.jp_Event_10_023_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_023_3_LIP.en_Event_10_023_3_LIP,
Event_10_024,0919DE9B480458502EA0BC87485ECED2,Then I need to track down Alfred.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_024_3_LIP.jp_Event_10_024_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_024_3_LIP.en_Event_10_024_3_LIP,
Event_10_025,9035A91C4D350C89605149800E4D79A8,"Gremory will be after him, too.",None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_025_3_LIP.jp_Event_10_025_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_025_3_LIP.en_Event_10_025_3_LIP,
Event_10_026,F777F3C74F4557F4DCA6E0AA6A44CEF7,Tracking Gremory might be faster.,None,/Game/Core/UI/Dialog/Data/LipSync/jp_Event_10_026_3_LIP.jp_Event_10_026_3_LIP,,/Game/Core/UI/Dialog/Data/LipSync/en_Event_10_026_3_LIP.en_Event_10_026_3_LIP,
