Key,Value/Type,Value/CraftItemId,Value/CraftValue,Value/RankMin,Value/RankMax,Value/Ingredient1Id,Value/Ingredient1Total,Value/Ingredient2Id,Value/Ingredient2Total,Value/Ingredient3Id,Value/Ingredient3Total,Value/Ingredient4Id,Value/Ingredient4Total,Value/OpenKeyRecipeID,Value/openCondition,Value/openParameter,Value/firstTimeBonusSpecialEffectId,Value/Alkhahest,Value/FirstBonusType/0,Value/FirstBonusType/1,Value/FirstBonusType/2,Value/FirstBonusType/3,Value/FirstBonusType/4,Value/FirstBonusType/5,Value/FirstBonusType/6,Value/FirstBonusType/7,Value/FirstBonusType/8,Value/FirstBonusValue/0,Value/FirstBonusValue/1,Value/FirstBonusValue/2,Value/FirstBonusValue/3,Value/FirstBonusValue/4,Value/FirstBonusValue/5,Value/FirstBonusValue/6,Value/FirstBonusValue/7,Value/FirstBonusValue/8
SacredSword2,ECraftType::Craft,SacredSword2,1,0,0,SacredSword,1,16BitCoin,1,None,0,None,0,SacredSword,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
SacredSword3,ECraftType::Craft,SacredSword3,1,0,0,SacredSword2,1,32BitCoin,1,Medal022,1,None,0,SacredSword2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
XrossBrade,ECraftType::Craft,XrossBrade,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
XrossBrade2,ECraftType::Craft,XrossBrade2,1,0,0,XrossBrade,1,16BitCoin,1,None,0,None,0,XrossBrade,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
XrossBrade3,ECraftType::Craft,XrossBrade3,1,0,0,XrossBrade2,1,32BitCoin,1,Medal022,1,None,0,XrossBrade2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
BradeOfEU,ECraftType::Craft,BradeOfEU,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
BradeOfEU2,ECraftType::Craft,BradeOfEU2,1,0,0,BradeOfEU,1,16BitCoin,1,None,0,None,0,BradeOfEU,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
BradeOfEU3,ECraftType::Craft,BradeOfEU3,1,0,0,BradeOfEU2,1,32BitCoin,1,Medal022,1,None,0,BradeOfEU2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
TrustMusket,ECraftType::Craft,TrustMusket,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
TrustMusket2,ECraftType::Craft,TrustMusket2,1,0,0,TrustMusket,1,16BitCoin,1,None,0,None,0,TrustMusket,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
TrustMusket3,ECraftType::Craft,TrustMusket3,1,0,0,TrustMusket2,1,32BitCoin,1,Medal022,1,None,0,TrustMusket2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
ChargeWideEnd,ECraftType::Craft,ChargeWideEnd,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
ChargeWideEnd2,ECraftType::Craft,ChargeWideEnd2,1,0,0,ChargeWideEnd,1,16BitCoin,1,None,0,None,0,ChargeWideEnd,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
ChargeWideEnd3,ECraftType::Craft,ChargeWideEnd3,1,0,0,ChargeWideEnd2,1,32BitCoin,1,Medal022,1,None,0,ChargeWideEnd2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
LoveOfFairyDragon,ECraftType::Craft,LoveOfFairyDragon,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
LoveOfFairyDragon2,ECraftType::Craft,LoveOfFairyDragon2,1,0,0,LoveOfFairyDragon,1,16BitCoin,1,None,0,None,0,LoveOfFairyDragon,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
LoveOfFairyDragon3,ECraftType::Craft,LoveOfFairyDragon3,1,0,0,LoveOfFairyDragon2,1,32BitCoin,1,Medal022,1,None,0,LoveOfFairyDragon2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
StickOfMagiGirl,ECraftType::Craft,StickOfMagiGirl,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
StickOfMagiGirl2,ECraftType::Craft,StickOfMagiGirl2,1,0,0,StickOfMagiGirl,1,16BitCoin,1,None,0,None,0,StickOfMagiGirl,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
StickOfMagiGirl3,ECraftType::Craft,StickOfMagiGirl3,1,0,0,StickOfMagiGirl2,1,32BitCoin,1,Medal022,1,None,0,StickOfMagiGirl2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
DrillWideEnd,ECraftType::Craft,DrillWideEnd,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
DrillWideEnd2,ECraftType::Craft,DrillWideEnd2,1,0,0,DrillWideEnd,1,16BitCoin,1,None,0,None,0,DrillWideEnd,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
DrillWideEnd3,ECraftType::Craft,DrillWideEnd3,1,0,0,DrillWideEnd2,1,32BitCoin,1,Medal022,1,None,0,DrillWideEnd2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
CoolShoesOfMrNarita,ECraftType::Craft,CoolShoesOfMrNarita,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
CoolShoesOfMrNarita2,ECraftType::Craft,CoolShoesOfMrNarita2,1,0,0,CoolShoesOfMrNarita,1,16BitCoin,1,None,0,None,0,CoolShoesOfMrNarita,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
CoolShoesOfMrNarita3,ECraftType::Craft,CoolShoesOfMrNarita3,1,0,0,CoolShoesOfMrNarita2,1,32BitCoin,1,Medal022,1,None,0,CoolShoesOfMrNarita2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
IceSlewShoes,ECraftType::Craft,IceSlewShoes,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
IceSlewShoes2,ECraftType::Craft,IceSlewShoes2,1,0,0,IceSlewShoes,1,16BitCoin,1,None,0,None,0,IceSlewShoes,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
IceSlewShoes3,ECraftType::Craft,IceSlewShoes3,1,0,0,IceSlewShoes2,1,32BitCoin,1,Medal022,1,None,0,IceSlewShoes2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
LightSaber,ECraftType::Craft,LightSaber,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
LightSaber2,ECraftType::Craft,LightSaber2,1,0,0,LightSaber,1,16BitCoin,1,None,0,None,0,LightSaber,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
LightSaber3,ECraftType::Craft,LightSaber3,1,0,0,LightSaber2,1,32BitCoin,1,Medal022,1,None,0,LightSaber2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
JodoSwordLight,ECraftType::Craft,JodoSwordLight,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
JodoSwordLight2,ECraftType::Craft,JodoSwordLight2,1,0,0,JodoSwordLight,1,16BitCoin,1,None,0,None,0,JodoSwordLight,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
JodoSwordLight3,ECraftType::Craft,JodoSwordLight3,1,0,0,JodoSwordLight2,1,32BitCoin,1,Medal022,1,None,0,JodoSwordLight2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
SpearCutDownAside,ECraftType::Craft,SpearCutDownAside,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
SpearCutDownAside2,ECraftType::Craft,SpearCutDownAside2,1,0,0,SpearCutDownAside,1,16BitCoin,1,None,0,None,0,SpearCutDownAside,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
SpearCutDownAside3,ECraftType::Craft,SpearCutDownAside3,1,0,0,SpearCutDownAside2,1,32BitCoin,1,Medal022,1,None,0,SpearCutDownAside2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
PoisonSpikeShoes,ECraftType::Craft,PoisonSpikeShoes,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
PoisonSpikeShoes2,ECraftType::Craft,PoisonSpikeShoes2,1,0,0,PoisonSpikeShoes,1,16BitCoin,1,None,0,None,0,PoisonSpikeShoes,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
PoisonSpikeShoes3,ECraftType::Craft,PoisonSpikeShoes3,1,0,0,PoisonSpikeShoes2,1,32BitCoin,1,Medal022,1,None,0,PoisonSpikeShoes2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
PetrifactionSword,ECraftType::Craft,PetrifactionSword,1,0,0,8BitCoin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
PetrifactionSword2,ECraftType::Craft,PetrifactionSword2,1,0,0,PetrifactionSword,1,16BitCoin,1,None,0,None,0,PetrifactionSword,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
PetrifactionSword3,ECraftType::Craft,PetrifactionSword3,1,0,0,PetrifactionSword2,1,32BitCoin,1,Medal022,1,None,0,PetrifactionSword2,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
Headband,ECraftType::Craft,Headband,1,0,0,Hemp,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
PirateTriangleCap,ECraftType::Craft,PirateTriangleCap,1,0,0,Hemp,1,Recklesslimb,1,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
Beastberet,ECraftType::Craft,Beastberet,1,0,0,Buerfur,1,DemonDogSkin,1,None,0,None,0,None,EPBCraftRequirement::None,999,None,2,,,,,,,,,,,,,,,,,,
CowboyHat,ECraftType::Craft,CowboyHat,1,0,0,Hemp,1,DemonCloth,1,ArmorPiercing,5,None,0,None,EPBCraftRequirement::None,999,None,2,,,,,,,,,,,,,,,,,,
Circletoffire,ECraftType::Craft,Circletoffire,1,0,0,Circlet,1,Ruby,1,None,0,None,0,Circlet,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
Icecirclet,ECraftType::Craft,Icecirclet,1,0,0,Circlet,1,Sapphire,1,None,0,None,0,Circlet,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
Thunderscirclet,ECraftType::Craft,Thunderscirclet,1,0,0,Circlet,1,Emerald,1,None,0,None,0,Circlet,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
BraveBeret,ECraftType::Craft,BraveBeret,1,0,0,Cotton,1,DevilBookLeather,1,None,0,None,0,ArmsRecipe018,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
FeatherCrown,ECraftType::Craft,FeatherCrown,1,0,0,Steel,1,ThunderbirdFeathers,1,None,0,None,0,ArmsRecipe018,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
SilverTiara,ECraftType::Craft,SilverTiara,1,0,0,Silver,2,None,0,None,0,None,0,ArmsRecipe018,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
Magushat,ECraftType::Craft,Magushat,1,0,0,Cotton,1,Cyhyraethtear,1,DevilBookPaperStrip,1,None,0,ArmsRecipe018,EPBCraftRequirement::None,999,None,4,,,,,,,,,,,,,,,,,,
Cutebeastberet,ECraftType::Craft,Cutebeastberet,1,0,0,Beastberet,1,Lilimtail,1,Dineseawing,1,None,0,Beastberet,EPBCraftRequirement::None,999,None,4,,,,,,,,,,,,,,,,,,
BunnyEars,ECraftType::Craft,BunnyEars,1,0,0,Headband,1,Lilimear,1,Assasincloth,1,None,0,Headband,EPBCraftRequirement::None,999,None,4,,,,,,,,,,,,,,,,,,
Westernhat,ECraftType::Craft,Westernhat,1,0,0,Felt,1,Assasincloth,1,SilverBullets,5,None,0,ArmsRecipe019,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
HermitsBeret,ECraftType::Craft,HermitsBeret,1,0,0,Silverwolffur,1,Lerajecloth,2,Evileye,2,None,0,ArmsRecipe019,EPBCraftRequirement::None,999,None,8,,,,,,,,,,,,,,,,,,
DemonHorns,ECraftType::Craft,DemonHorns,1,0,0,Gaaphorn,2,Platinum,1,None,0,None,0,ArmsRecipe019,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
ElderTiara,ECraftType::Craft,ElderTiara,1,0,0,Hihiirokane,1,Gold,1,Bixbite,1,None,0,ArmsRecipe009,EPBCraftRequirement::None,999,None,10,,,,,,,,,,,,,,,,,,
Pleiades,ECraftType::Craft,Pleiades,1,0,0,Orichalcum,1,Alexandrite,1,Diamond,6,None,0,ArmsRecipe020,EPBCraftRequirement::None,999,None,11,,,,,,,,,,,,,,,,,,
Tunic,ECraftType::Craft,Tunic,1,0,0,Hemp,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
Skinbreastplate,ECraftType::Craft,Skinbreastplate,1,0,0,DemonDogSkin,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
Countrydress,ECraftType::Craft,Countrydress,1,0,0,Hemp,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
Copperbreastplate,ECraftType::Craft,Copperbreastplate,1,0,0,DemonDogSkin,1,Bronze,2,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
Chemisedress,ECraftType::Craft,Chemisedress,1,0,0,Hemp,2,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
Scalearmor,ECraftType::Craft,Scalearmor,1,0,0,Iron,3,Bronze,1,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
Ironbreastplate,ECraftType::Craft,Ironbreastplate,1,0,0,MonkeyFur,1,Iron,2,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
Brigandine,ECraftType::Craft,Brigandine,1,0,0,MonkeyFur,2,Bronze,1,None,0,None,0,MonkeyFur,EPBCraftRequirement::None,999,None,2,,,,,,,,,,,,,,,,,,
IronMansApron,ECraftType::Craft,IronMansApron,1,0,0,Hemp,3,None,0,None,0,None,0,Cotton,EPBCraftRequirement::None,999,None,2,,,,,,,,,,,,,,,,,,
KungFuBest,ECraftType::Craft,KungFuBest,1,0,0,MonkeyFur,2,DemonCloth,2,None,0,None,0,MonkeyFur,EPBCraftRequirement::None,999,None,2,,,,,,,,,,,,,,,,,,
Teadress,ECraftType::Craft,Teadress,1,0,0,Hemp,2,DemonCloth,3,None,0,None,0,DemonCloth,EPBCraftRequirement::None,999,None,2,,,,,,,,,,,,,,,,,,
Chainmail,ECraftType::Craft,Chainmail,1,0,0,Buerfur,1,Steel,1,None,0,None,0,Buerfur,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
Beastleather,ECraftType::Craft,Beastleather,1,0,0,Buerfur,3,None,0,None,0,None,0,Buerfur,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
Maturedress,ECraftType::Craft,Maturedress,1,0,0,Buerfur,2,DemonCloth,2,None,0,None,0,Buerfur,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
LamellarArmor,ECraftType::Craft,LamellarArmor,1,0,0,Silver,1,Steel,1,None,0,None,0,Silver,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
Steelbreastplate,ECraftType::Craft,Steelbreastplate,1,0,0,Decarabialeather,1,Steel,2,None,0,None,0,ArmsRecipe003,EPBCraftRequirement::None,999,None,4,,,,,,,,,,,,,,,,,,
RidingHabit,ECraftType::Craft,RidingHabit,1,0,0,Gamiginhoof,1,Gamiginhair,1,Assasincloth,1,None,0,Gamiginhoof,EPBCraftRequirement::None,999,None,4,,,,,,,,,,,,,,,,,,
DuelBrest,ECraftType::Craft,DuelBrest,1,0,0,Decarabialeather,2,DamascusSteel,2,None,0,None,0,ArmsRecipe005,EPBCraftRequirement::None,999,None,4,,,,,,,,,,,,,,,,,,
Silverbreastplate,ECraftType::Craft,Silverbreastplate,1,0,0,Lerajecloth,1,Silver,2,None,0,None,0,Lerajecloth,EPBCraftRequirement::None,999,None,5,,,,,,,,,,,,,,,,,,
Assassinvest,ECraftType::Craft,Assassinvest,1,0,0,Lerajecloth,2,Dragonscales,1,None,0,None,0,Lerajecloth,EPBCraftRequirement::None,999,None,5,,,,,,,,,,,,,,,,,,
Featherrobe,ECraftType::Craft,Featherrobe,1,0,0,WindFeathers,2,ThunderbirdFeathers,1,None,0,None,0,WindFeathers,EPBCraftRequirement::None,999,None,5,,,,,,,,,,,,,,,,,,
VoronezDress,ECraftType::Craft,VoronezDress,1,0,0,Felt,2,None,0,None,0,None,0,Felt,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
Cureus,ECraftType::Craft,Cureus,1,0,0,Platinum,2,Mithril,1,None,0,None,0,Platinum,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
Crystalscale,ECraftType::Craft,Crystalscale,1,0,0,Clystal,2,None,0,None,0,None,0,Clystal,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
DragonScale,ECraftType::Craft,DragonScale,1,0,0,Platinum,1,Dragonscales,4,EligosHeart,1,None,0,Dragonscales,EPBCraftRequirement::None,999,None,7,,,,,,,,,,,,,,,,,,
Goldbreastplate,ECraftType::Craft,Goldbreastplate,1,0,0,Gold,2,None,0,None,0,None,0,ArmsRecipe007,EPBCraftRequirement::None,999,None,7,,,,,,,,,,,,,,,,,,
SpikeBreast,ECraftType::Craft,SpikeBreast,1,0,0,Platinum,2,Gusionfang,4,None,0,None,0,ArmsRecipe018,EPBCraftRequirement::None,999,None,8,,,,,,,,,,,,,,,,,,
Silkdress,ECraftType::Craft,Silkdress,1,0,0,Silk,3,None,0,None,0,None,0,ArmsRecipe018,EPBCraftRequirement::None,999,None,8,,,,,,,,,,,,,,,,,,
GloriousBreast,ECraftType::Craft,GloriousBreast,1,0,0,Silverwolffur,1,Bixbite,2,None,0,None,0,ArmsRecipe018,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
ShiningBreast,ECraftType::Craft,ShiningBreast,1,0,0,Gold,1,Bixbite,1,Firebullet,5,Flamering,4,ArmsRecipe007,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
Ashinbacostume,ECraftType::Craft,Ashinbacostume,1,0,0,Ninjacloth,2,Silk,2,None,0,None,0,ArmsRecipe019,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
Caracilis,ECraftType::Craft,Caracilis,1,0,0,Silk,2,Silverwolffur,2,Glashtynhair,1,None,0,ArmsRecipe019,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
Crimsondress,ECraftType::Craft,Crimsondress,1,0,0,Silkdress,1,AbyssguardianHeart,1,EligosHeart,2,Lamastutear,1,Silkdress,EPBCraftRequirement::None,999,None,10,,,,,,,,,,,,,,,,,,
ImperialArmor,ECraftType::Craft,ImperialArmor,1,0,0,Crystalscale,1,Hihiirokane,1,Diamond,1,None,0,Crystalscale,EPBCraftRequirement::None,999,None,10,,,,,,,,,,,,,,,,,,
Shieldless,ECraftType::Craft,Shieldless,1,0,0,Orichalcum,2,Hihiirokane,1,Ninjacloth,1,Bloodyskull,1,ArmsRecipe009,EPBCraftRequirement::None,999,None,11,,,,,,,,,,,,,,,,,,
Coronationdress,ECraftType::Craft,Coronationdress,1,0,0,Silkdress,1,Leather,1,Alexandrite,1,None,0,ArmsRecipe012,EPBCraftRequirement::None,999,None,11,,,,,,,,,,,,,,,,,,
Turbinemuffler,ECraftType::Craft,Turbinemuffler,1,0,0,Hemp,1,Giantratteeth,1,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
Batwing,ECraftType::Craft,Batwing,1,0,0,Hemp,1,BatFeather,2,None,0,None,0,None,EPBCraftRequirement::None,999,None,2,,,,,,,,,,,,,,,,,,
Outlinestyle,ECraftType::Craft,Outlinestyle,1,0,0,Cotton,1,Hollowpoint,1,None,0,None,0,None,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
Usagimuffler,ECraftType::Craft,Usagimuffler,1,0,0,Cotton,1,Lilimtail,1,None,0,None,0,None,EPBCraftRequirement::None,999,None,4,,,,,,,,,,,,,,,,,,
FaerieScarf,ECraftType::Craft,FaerieScarf,1,0,0,Felt,1,Dineseawing,1,None,0,None,0,ArmsRecipe018,EPBCraftRequirement::None,999,None,6,,,,,,,,,,,,,,,,,,
Sendomuffler,ECraftType::Craft,Sendomuffler,1,0,0,Felt,1,Mimicshell,1,Tytaniawing,1,None,0,ArmsRecipe019,EPBCraftRequirement::None,999,None,7,,,,,,,,,,,,,,,,,,
Firemuffler,ECraftType::Craft,Firemuffler,1,0,0,Silk,1,Bixbite,1,None,0,None,0,ArmsRecipe019,EPBCraftRequirement::None,999,None,9,,,,,,,,,,,,,,,,,,
OvertheRainbow,ECraftType::Craft,OvertheRainbow,1,0,0,Leather,3,None,0,None,0,None,0,ArmsRecipe012,EPBCraftRequirement::None,999,None,11,,,,,,,,,,,,,,,,,,
Ring,ECraftType::Craft,Ring,1,0,0,Bronze,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
RustedRing,ECraftType::Craft,RustedRing,1,0,0,Ring,1,Sulfate,1,None,0,None,0,None,EPBCraftRequirement::None,999,None,1,,,,,,,,,,,,,,,,,,
Safering,ECraftType::Craft,Safering,1,0,0,Ring,1,Iron,1,None,0,None,0,None,EPBCraftRequirement::None,999,None,2,,,,,,,,,,,,,,,,,,
UnicornRing,ECraftType::Craft,UnicornRing,1,0,0,Ring,1,Potion,1,HighPotion,1,HolyWater,1,ItemRecipe002,EPBCraftRequirement::None,999,None,3,,,,,,,,,,,,,,,,,,
Flamering,ECraftType::Craft,Flamering,1,0,0,Ring,1,Ruby,1,None,0,None,0,Ring,EPBCraftRequirement::None,999,None,4,,,,,,,,,,,,,,,,,,
Icering,ECraftType::Craft,Icering,1,0,0,Ring,1,Sapphire,1,None,0,None,0,Ring,EPBCraftRequirement::None,999,None,4,,,,,,,,,,,,,,,,,,
Thunderring,ECraftType::Craft,Thunderring,1,0,0,Ring,1,Emerald,1,None,0,None,0,Ring,EPBCraftRequirement::None,999,None,4,,,,,,,,,,,,,,,,,,
Pasta,ECraftType::Craft,Pasta,1,0,0,Flour,1,Egg,1,Halite,1,None,0,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
Soda,ECraftType::Craft,Soda,1,0,0,BakingSoda,1,Lemon,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
ChineseNoodles,ECraftType::Craft,ChineseNoodles,1,0,0,Flour,1,BakingSoda,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
PieDough,ECraftType::Craft,PieDough,1,0,0,Flour,1,Butter,1,Cookies,1,None,0,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
Bread,ECraftType::Craft,Bread,1,0,0,Flour,1,Butter,1,Halite,1,None,0,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
Cocoa,ECraftType::Craft,Cocoa,1,0,0,CacaoBean,1,MilkofZagan,1,Sugar,1,None,0,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
HeavyCream,ECraftType::Craft,HeavyCream,1,0,0,MilkofZagan,1,Sugar,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
Butter,ECraftType::Craft,Butter,1,0,0,Milk,1,Halite,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
PizzaDough,ECraftType::Craft,PizzaDough,1,0,0,Flour,1,MocoOil,1,Sugar,1,Halite,1,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
Cheese,ECraftType::Craft,Cheese,1,0,0,Milk,1,Rennet,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
CrepeDough,ECraftType::Craft,CrepeDough,1,0,0,Flour,1,Sugar,1,MilkofZagan,1,DragonsEgg,1,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
Consomm̩,ECraftType::Craft,Consomm̩,1,0,0,ZaganMeat,1,MocoOnion,1,Halite,1,Pepper,1,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
RedBeanPaste,ECraftType::Craft,RedBeanPaste,1,0,0,RedBean,1,Sugar,1,Halite,1,None,0,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
WhiteSauce,ECraftType::Craft,WhiteSauce,1,0,0,Butter,1,MilkofZagan,1,Flour,1,Halite,1,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
CurrySauce,ECraftType::Craft,CurrySauce,1,0,0,CurryPowder,1,MocoOnion,1,MocoOil,1,Halite,1,DishRecipe003,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
VongoleSauce,ECraftType::Craft,VongoleSauce,1,0,0,Garlic,1,MocoOil,1,Halite,1,Clam,1,DishRecipe002,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
SoyBroth,ECraftType::Craft,SoyBroth,1,0,0,SoySauce,1,G-LabolasFilet,2,DaturaLeaf,1,Ginger,1,DishRecipe002,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
TonkotsuBroth,ECraftType::Craft,TonkotsuBroth,1,0,0,YorktonMeat,2,DaturaLeaf,2,Garlic,1,Ginger,1,DishRecipe002,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
MisoBroth,ECraftType::Craft,MisoBroth,1,0,0,Miso,1,G-LabolasFilet,2,Garlic,1,Ginger,1,DishRecipe002,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
SaltBroth,ECraftType::Craft,SaltBroth,1,0,0,Halite,1,Clam,1,ForneusFilet,1,DeeseamaFilet,1,DishRecipe002,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
